1.716114447387513451e+02,1.368327949051884040e-01
1.029964956025454086e+02,3.961938528924794367e-01
1.202279482159338784e+02,2.938546139931237922e-01
1.307473325658684189e+02,6.027840040356680085e-01
2.412759527377630491e+02,8.920880480215334085e-01
1.471088642809418161e+02,2.044704394066452768e-01
1.358414825341417043e+02,2.388713306773193601e-01
1.171235396881761659e+02,3.066512461277438040e-01
1.018434928728603808e+02,4.347191733460945562e-01
1.469913396600009321e+02,2.048151146183144755e-01
1.116183123943685018e+02,3.323601003369687223e-01
1.066277689351079374e+02,4.962448758044331054e-01
2.333859563593573228e+02,8.736034516311188547e-01
1.105688162309732405e+02,3.379118905124987027e-01
1.364518761479322677e+02,6.214415491621938514e-01
1.121044050784799992e+02,5.284903180919789945e-01
2.066012009961532669e+02,8.096211046820939172e-01
1.992672872279886462e+02,7.916785980830175484e-01
2.244235823911955663e+02,8.524262585091728628e-01
1.540001835663872782e+02,1.846665108013074708e-01
1.272076758456471310e+02,5.905778556834615500e-01
1.345971677384056022e+02,2.428726488269056516e-01
1.631710119070554583e+02,1.593416474726473686e-01
2.432733505798098008e+02,8.967461917406970295e-01
1.039269044864166602e+02,3.850191819368190549e-01
1.911643930024614804e+02,7.715795909434536304e-01
1.330522799515835288e+02,6.104571326051098090e-01
1.272332795389752818e+02,2.676990959466695186e-01
2.372790807806534019e+02,8.827415525374645577e-01
1.449885022122755913e+02,2.107290908945271823e-01
1.150501316468557746e+02,5.425784878588930660e-01
1.155829930403988612e+02,3.133875026484558290e-01
1.085740061172910202e+02,3.493534460802043551e-01
1.062587794448777885e+02,3.647986752080504269e-01
1.430050329975091188e+02,2.166647499330481286e-01
1.852145090269539480e+02,7.566073371337630471e-01
1.390077315576734236e+02,2.288939542792598481e-01
1.069746299974024737e+02,4.986746955195012765e-01
1.062551961781536249e+02,3.648251634234425111e-01
1.306612445113959495e+02,2.558738117466299311e-01
1.428732526747452312e+02,2.170620527042978753e-01
1.455759345480522882e+02,6.493807938044108274e-01
2.428224157448659355e+02,8.956952817003686063e-01
1.125176421733009846e+02,3.278056628663273964e-01
1.174137317598107444e+02,5.529535482057764684e-01
1.499383130452094122e+02,1.962460382453290464e-01
1.724274860635489972e+02,1.346903570472466061e-01
1.398511698951991207e+02,2.262815676635769602e-01
1.021348584761476275e+02,4.464114330617791060e-01
1.026305890511768126e+02,4.017723454669858141e-01
1.673397357424882443e+02,1.481410965444287520e-01
1.298877849998806937e+02,5.998699747313097630e-01
1.058187915022607655e+02,4.902373203565767446e-01
1.018099341195441525e+02,4.293728980378881399e-01
1.029298130026171663e+02,4.612278828652109919e-01
1.149422674432264841e+02,5.420875574064816238e-01
2.225008823295127911e+02,8.478554925299670586e-01
1.160008396345464377e+02,3.115312156408328592e-01
1.803547957785091569e+02,1.141434577216943885e-01
1.487658755399282882e+02,6.587301320893036438e-01
1.809990693576972092e+02,7.458742244575632396e-01
1.340975609344627628e+02,6.138742569620568856e-01
1.108561721869821071e+02,5.220032531675750098e-01
1.888945774893598752e+02,7.658908376673462248e-01
1.043365075088723160e+02,3.808874663518946324e-01
1.319211755188482584e+02,2.516509060953804888e-01
1.804780117847141980e+02,1.138276150453245705e-01
2.380640753530333313e+02,8.845799659119616409e-01
1.821513458331856441e+02,7.488191532736618861e-01
2.312760848664142088e+02,8.686362141323473729e-01
1.819019435578686057e+02,1.101848399577863707e-01
1.127833388749530741e+02,3.264920054439013342e-01
1.233373166040783957e+02,2.818557760207934249e-01
1.850464603327170039e+02,1.021857626817022080e-01
1.045171420392984203e+02,3.791689546137894107e-01
1.023718579959553665e+02,4.518519057476304557e-01
1.338729213867852650e+02,2.452243089913314356e-01
1.081289510204967570e+02,5.062612482190342877e-01
1.128342518866598425e+02,3.262418446522911131e-01
2.283113668900311097e+02,8.616379109501035582e-01
1.045906561292032819e+02,4.798818984512712715e-01
1.168024837370210207e+02,3.080314474167747396e-01
1.089300893512513113e+02,3.472098597427865085e-01
1.792019567907257169e+02,1.171034902288809604e-01
1.128539511986608517e+02,3.261451849279345394e-01
1.171945465887335729e+02,3.063475782426288152e-01
2.269218722099305694e+02,8.583502583143345355e-01
1.556538276565800061e+02,6.783457914559446467e-01
1.878406805299782718e+02,7.632400421523114487e-01
1.188059923031829754e+02,5.587668352870368560e-01
1.491136533971514950e+02,1.986288517294172162e-01
1.199371154298837752e+02,5.633520215642013884e-01
1.135038339581253268e+02,5.353707917850965003e-01
1.053082523628924605e+02,4.861471731918104444e-01
1.255111200807776441e+02,5.845156171803317369e-01
1.125972574233011869e+02,5.309567326208995963e-01
1.023064748340361092e+02,4.504890283372263715e-01
1.530954788579291801e+02,6.711432146023678103e-01
1.078111929320265574e+02,3.541258728897042074e-01
1.070730700511785898e+02,3.590169523241640848e-01
